CustomerID,FirstName,LastName,Email,Region,NPSScore
74,FirstName74,LastName74,customer74@example.com,East,2
75,FirstName75,LastName75,customer75@example.com,East,1
76,FirstName76,LastName76,customer76@example.com,West,6
77,FirstName77,LastName77,customer77@example.com,East,2
78,FirstName78,LastName78,customer78@example.com,East,10
79,FirstName79,LastName79,customer79@example.com,South,8
80,FirstName80,LastName80,customer80@example.com,East,8
81,FirstName81,LastName81,customer81@example.com,South,9
82,FirstName82,LastName82,customer82@example.com,West,3
83,FirstName83,LastName83,customer83@example.com,East,5
84,FirstName84,LastName84,customer84@example.com,South,2
85,FirstName85,LastName85,customer85@example.com,South,10
86,FirstName86,LastName86,customer86@example.com,South,7
87,FirstName87,LastName87,customer87@example.com,West,8
88,FirstName88,LastName88,customer88@example.com,West,5
89,FirstName89,LastName89,customer89@example.com,West,8
90,FirstName90,LastName90,customer90@example.com,West,10
91,FirstName91,LastName91,customer91@example.com,West,4
92,FirstName92,LastName92,customer92@example.com,South,3
93,FirstName93,LastName93,customer93@example.com,East,5
94,FirstName94,LastName94,customer94@example.com,West,8
95,FirstName95,LastName95,customer95@example.com,West,2
96,FirstName96,LastName96,customer96@example.com,North,5
97,FirstName97,LastName97,customer97@example.com,South,1
98,FirstName98,LastName98,customer98@example.com,North,8
99,FirstName99,LastName99,customer99@example.com,West,6
100,FirstName100,LastName100,customer100@example.com,South,8
101,FirstName101,LastName101,customer101@example.com,East,2
102,FirstName102,LastName102,customer102@example.com,South,4
103,FirstName103,LastName103,customer103@example.com,South,9
104,FirstName104,LastName104,customer104@example.com,North,6
105,FirstName105,LastName105,customer105@example.com,North,5
106,FirstName106,LastName106,customer106@example.com,West,9
107,FirstName107,LastName107,customer107@example.com,North,1
108,FirstName108,LastName108,customer108@example.com,East,6
109,FirstName109,LastName109,customer109@example.com,West,1
110,FirstName110,LastName110,customer110@example.com,North,1
111,FirstName111,LastName111,customer111@example.com,West,4
112,FirstName112,LastName112,customer112@example.com,North,9
113,FirstName113,LastName113,customer113@example.com,South,10
114,FirstName114,LastName114,customer114@example.com,North,2
115,FirstName115,LastName115,customer115@example.com,West,10
116,FirstName116,LastName116,customer116@example.com,West,8
117,FirstName117,LastName117,customer117@example.com,North,10
118,FirstName118,LastName118,customer118@example.com,West,2
119,FirstName119,LastName119,customer119@example.com,North,10
120,FirstName120,LastName120,customer120@example.com,South,2
121,FirstName121,LastName121,customer121@example.com,South,10
122,FirstName122,LastName122,customer122@example.com,North,8
123,FirstName123,LastName123,customer123@example.com,East,5
124,FirstName124,LastName124,customer124@example.com,East,7
125,FirstName125,LastName125,customer125@example.com,West,9
126,FirstName126,LastName126,customer126@example.com,South,5
127,FirstName127,LastName127,customer127@example.com,North,1
128,FirstName128,LastName128,customer128@example.com,East,7
129,FirstName129,LastName129,customer129@example.com,West,9
130,FirstName130,LastName130,customer130@example.com,East,2
131,FirstName131,LastName131,customer131@example.com,West,8
132,FirstName132,LastName132,customer132@example.com,North,10
133,FirstName133,LastName133,customer133@example.com,West,9
134,FirstName134,LastName134,customer134@example.com,South,4
135,FirstName135,LastName135,customer135@example.com,West,2
136,FirstName136,LastName136,customer136@example.com,East,3
137,FirstName137,LastName137,customer137@example.com,North,6
138,FirstName138,LastName138,customer138@example.com,East,5
139,FirstName139,LastName139,customer139@example.com,North,8
140,FirstName140,LastName140,customer140@example.com,East,6
141,FirstName141,LastName141,customer141@example.com,North,8
142,FirstName142,LastName142,customer142@example.com,South,8
143,FirstName143,LastName143,customer143@example.com,South,10
144,FirstName144,LastName144,customer144@example.com,North,9
145,FirstName145,LastName145,customer145@example.com,West,8
146,FirstName146,LastName146,customer146@example.com,South,6
147,FirstName147,LastName147,customer147@example.com,North,4
148,FirstName148,LastName148,customer148@example.com,West,1
149,FirstName149,LastName149,customer149@example.com,North,8
150,FirstName150,LastName150,customer150@example.com,South,4
151,FirstName151,LastName151,customer151@example.com,North,9
152,FirstName152,LastName152,customer152@example.com,West,6
153,FirstName153,LastName153,customer153@example.com,West,1
154,FirstName154,LastName154,customer154@example.com,South,6
155,FirstName155,LastName155,customer155@example.com,West,6
156,FirstName156,LastName156,customer156@example.com,East,8
157,FirstName157,LastName157,customer157@example.com,East,6
158,FirstName158,LastName158,customer158@example.com,West,2
159,FirstName159,LastName159,customer159@example.com,North,10
160,FirstName160,LastName160,customer160@example.com,West,2
161,FirstName161,LastName161,customer161@example.com,South,2
162,FirstName162,LastName162,customer162@example.com,South,5
163,FirstName163,LastName163,customer163@example.com,North,6
164,FirstName164,LastName164,customer164@example.com,East,1
165,FirstName165,LastName165,customer165@example.com,West,2
166,FirstName166,LastName166,customer166@example.com,North,3
167,FirstName167,LastName167,customer167@example.com,North,3
168,FirstName168,LastName168,customer168@example.com,West,5
169,FirstName169,LastName169,customer169@example.com,West,6
170,FirstName170,LastName170,customer170@example.com,West,9
171,FirstName171,LastName171,customer171@example.com,North,3
172,FirstName172,LastName172,customer172@example.com,East,8
173,FirstName173,LastName173,customer173@example.com,South,10
174,FirstName174,LastName174,customer174@example.com,West,3
175,FirstName175,LastName175,customer175@example.com,South,4
176,FirstName176,LastName176,customer176@example.com,South,4
177,FirstName177,LastName177,customer177@example.com,North,1
178,FirstName178,LastName178,customer178@example.com,East,3
179,FirstName179,LastName179,customer179@example.com,South,7
180,FirstName180,LastName180,customer180@example.com,North,8
181,FirstName181,LastName181,customer181@example.com,East,4
182,FirstName182,LastName182,customer182@example.com,North,3
183,FirstName183,LastName183,customer183@example.com,South,6
184,FirstName184,LastName184,customer184@example.com,East,5
185,FirstName185,LastName185,customer185@example.com,East,3
186,FirstName186,LastName186,customer186@example.com,North,9
187,FirstName187,LastName187,customer187@example.com,North,4
188,FirstName188,LastName188,customer188@example.com,East,2
189,FirstName189,LastName189,customer189@example.com,West,6
190,FirstName190,LastName190,customer190@example.com,South,3
191,FirstName191,LastName191,customer191@example.com,East,7
192,FirstName192,LastName192,customer192@example.com,West,10
193,FirstName193,LastName193,customer193@example.com,South,10
194,FirstName194,LastName194,customer194@example.com,South,5
195,FirstName195,LastName195,customer195@example.com,East,2
196,FirstName196,LastName196,customer196@example.com,West,10
197,FirstName197,LastName197,customer197@example.com,East,8
198,FirstName198,LastName198,customer198@example.com,West,7
199,FirstName199,LastName199,customer199@example.com,South,2
200,FirstName200,LastName200,customer200@example.com,West,5
201,FirstName201,LastName201,customer201@example.com,South,2
202,FirstName202,LastName202,customer202@example.com,East,3
203,FirstName203,LastName203,customer203@example.com,North,2
204,FirstName204,LastName204,customer204@example.com,South,10
205,FirstName205,LastName205,customer205@example.com,East,3
206,FirstName206,LastName206,customer206@example.com,East,3
207,FirstName207,LastName207,customer207@example.com,North,6
208,FirstName208,LastName208,customer208@example.com,South,4
209,FirstName209,LastName209,customer209@example.com,East,5
210,FirstName210,LastName210,customer210@example.com,North,10
211,FirstName211,LastName211,customer211@example.com,North,6
212,FirstName212,LastName212,customer212@example.com,East,9
213,FirstName213,LastName213,customer213@example.com,East,2
214,FirstName214,LastName214,customer214@example.com,West,5
215,FirstName215,LastName215,customer215@example.com,East,2
216,FirstName216,LastName216,customer216@example.com,North,7
217,FirstName217,LastName217,customer217@example.com,South,5
218,FirstName218,LastName218,customer218@example.com,North,2
219,FirstName219,LastName219,customer219@example.com,West,2
220,FirstName220,LastName220,customer220@example.com,East,9
221,FirstName221,LastName221,customer221@example.com,North,10
222,FirstName222,LastName222,customer222@example.com,North,4
223,FirstName223,LastName223,customer223@example.com,North,1
224,FirstName224,LastName224,customer224@example.com,East,5
225,FirstName225,LastName225,customer225@example.com,East,5
226,FirstName226,LastName226,customer226@example.com,North,4
227,FirstName227,LastName227,customer227@example.com,North,1
228,FirstName228,LastName228,customer228@example.com,North,4
229,FirstName229,LastName229,customer229@example.com,West,8
230,FirstName230,LastName230,customer230@example.com,North,6
231,FirstName231,LastName231,customer231@example.com,East,7
232,FirstName232,LastName232,customer232@example.com,East,7
233,FirstName233,LastName233,customer233@example.com,South,1
234,FirstName234,LastName234,customer234@example.com,North,3
235,FirstName235,LastName235,customer235@example.com,South,5
236,FirstName236,LastName236,customer236@example.com,South,8
237,FirstName237,LastName237,customer237@example.com,South,6
238,FirstName238,LastName238,customer238@example.com,West,6
239,FirstName239,LastName239,customer239@example.com,East,10
240,FirstName240,LastName240,customer240@example.com,South,1
241,FirstName241,LastName241,customer241@example.com,West,9
242,FirstName242,LastName242,customer242@example.com,West,4
243,FirstName243,LastName243,customer243@example.com,South,10
244,FirstName244,LastName244,customer244@example.com,South,7
245,FirstName245,LastName245,customer245@example.com,North,10
246,FirstName246,LastName246,customer246@example.com,South,6
247,FirstName247,LastName247,customer247@example.com,North,1
248,FirstName248,LastName248,customer248@example.com,West,2
249,FirstName249,LastName249,customer249@example.com,West,7
250,FirstName250,LastName250,customer250@example.com,East,1
251,FirstName251,LastName251,customer251@example.com,West,4
252,FirstName252,LastName252,customer252@example.com,North,6
253,FirstName253,LastName253,customer253@example.com,East,8
254,FirstName254,LastName254,customer254@example.com,North,9
255,FirstName255,LastName255,customer255@example.com,North,5
256,FirstName256,LastName256,customer256@example.com,South,7
257,FirstName257,LastName257,customer257@example.com,East,4
258,FirstName258,LastName258,customer258@example.com,South,2
259,FirstName259,LastName259,customer259@example.com,South,3
260,FirstName260,LastName260,customer260@example.com,North,1
261,FirstName261,LastName261,customer261@example.com,North,6
262,FirstName262,LastName262,customer262@example.com,West,10
263,FirstName263,LastName263,customer263@example.com,West,2
264,FirstName264,LastName264,customer264@example.com,West,4
265,FirstName265,LastName265,customer265@example.com,East,2
266,FirstName266,LastName266,customer266@example.com,South,3
267,FirstName267,LastName267,customer267@example.com,North,2
268,FirstName268,LastName268,customer268@example.com,West,2
269,FirstName269,LastName269,customer269@example.com,North,10
270,FirstName270,LastName270,customer270@example.com,South,4
271,FirstName271,LastName271,customer271@example.com,East,10
272,FirstName272,LastName272,customer272@example.com,East,6
273,FirstName273,LastName273,customer273@example.com,West,9
274,FirstName274,LastName274,customer274@example.com,North,3
275,FirstName275,LastName275,customer275@example.com,South,4
276,FirstName276,LastName276,customer276@example.com,West,8
277,FirstName277,LastName277,customer277@example.com,South,10
278,FirstName278,LastName278,customer278@example.com,South,9
279,FirstName279,LastName279,customer279@example.com,North,8
280,FirstName280,LastName280,customer280@example.com,South,6
281,FirstName281,LastName281,customer281@example.com,West,3
282,FirstName282,LastName282,customer282@example.com,East,8
283,FirstName283,LastName283,customer283@example.com,East,3
284,FirstName284,LastName284,customer284@example.com,North,5
285,FirstName285,LastName285,customer285@example.com,North,8
286,FirstName286,LastName286,customer286@example.com,North,5
287,FirstName287,LastName287,customer287@example.com,West,5
288,FirstName288,LastName288,customer288@example.com,South,6
289,FirstName289,LastName289,customer289@example.com,South,3
290,FirstName290,LastName290,customer290@example.com,West,6
291,FirstName291,LastName291,customer291@example.com,East,5
292,FirstName292,LastName292,customer292@example.com,North,6
293,FirstName293,LastName293,customer293@example.com,West,5
294,FirstName294,LastName294,customer294@example.com,North,9
295,FirstName295,LastName295,customer295@example.com,North,4
296,FirstName296,LastName296,customer296@example.com,North,7
297,FirstName297,LastName297,customer297@example.com,East,6
298,FirstName298,LastName298,customer298@example.com,North,3
299,FirstName299,LastName299,customer299@example.com,East,4
300,FirstName300,LastName300,customer300@example.com,South,1
301,FirstName301,LastName301,customer301@example.com,West,1
302,FirstName302,LastName302,customer302@example.com,South,3
303,FirstName303,LastName303,customer303@example.com,West,3
304,FirstName304,LastName304,customer304@example.com,East,7
305,FirstName305,LastName305,customer305@example.com,East,5
306,FirstName306,LastName306,customer306@example.com,East,5
307,FirstName307,LastName307,customer307@example.com,North,10
308,FirstName308,LastName308,customer308@example.com,North,4
309,FirstName309,LastName309,customer309@example.com,North,3
310,FirstName310,LastName310,customer310@example.com,East,1
311,FirstName311,LastName311,customer311@example.com,North,1
312,FirstName312,LastName312,customer312@example.com,South,4
313,FirstName313,LastName313,customer313@example.com,North,4
314,FirstName314,LastName314,customer314@example.com,East,9
315,FirstName315,LastName315,customer315@example.com,East,1
316,FirstName316,LastName316,customer316@example.com,East,8
317,FirstName317,LastName317,customer317@example.com,West,5
318,FirstName318,LastName318,customer318@example.com,South,3
319,FirstName319,LastName319,customer319@example.com,West,1
320,FirstName320,LastName320,customer320@example.com,East,4
321,FirstName321,LastName321,customer321@example.com,North,2
322,FirstName322,LastName322,customer322@example.com,South,5
323,FirstName323,LastName323,customer323@example.com,East,10
324,FirstName324,LastName324,customer324@example.com,North,3
325,FirstName325,LastName325,customer325@example.com,West,7
326,FirstName326,LastName326,customer326@example.com,East,3
327,FirstName327,LastName327,customer327@example.com,South,2
328,FirstName328,LastName328,customer328@example.com,West,10
329,FirstName329,LastName329,customer329@example.com,South,9
330,FirstName330,LastName330,customer330@example.com,North,10
331,FirstName331,LastName331,customer331@example.com,West,2
332,FirstName332,LastName332,customer332@example.com,East,7
333,FirstName333,LastName333,customer333@example.com,West,4
334,FirstName334,LastName334,customer334@example.com,North,4
335,FirstName335,LastName335,customer335@example.com,South,5
336,FirstName336,LastName336,customer336@example.com,South,9
337,FirstName337,LastName337,customer337@example.com,East,4
338,FirstName338,LastName338,customer338@example.com,East,9
339,FirstName339,LastName339,customer339@example.com,East,10
340,FirstName340,LastName340,customer340@example.com,West,4
341,FirstName341,LastName341,customer341@example.com,South,1
342,FirstName342,LastName342,customer342@example.com,North,4
343,FirstName343,LastName343,customer343@example.com,North,9
344,FirstName344,LastName344,customer344@example.com,North,10
345,FirstName345,LastName345,customer345@example.com,North,3
346,FirstName346,LastName346,customer346@example.com,South,9
347,FirstName347,LastName347,customer347@example.com,East,8
348,FirstName348,LastName348,customer348@example.com,South,1
349,FirstName349,LastName349,customer349@example.com,North,8
350,FirstName350,LastName350,customer350@example.com,West,9
351,FirstName351,LastName351,customer351@example.com,West,1
352,FirstName352,LastName352,customer352@example.com,North,4
353,FirstName353,LastName353,customer353@example.com,North,3
354,FirstName354,LastName354,customer354@example.com,South,7
355,FirstName355,LastName355,customer355@example.com,East,7
356,FirstName356,LastName356,customer356@example.com,North,6
357,FirstName357,LastName357,customer357@example.com,East,7
358,FirstName358,LastName358,customer358@example.com,West,2
359,FirstName359,LastName359,customer359@example.com,East,8
360,FirstName360,LastName360,customer360@example.com,South,10
361,FirstName361,LastName361,customer361@example.com,West,5
362,FirstName362,LastName362,customer362@example.com,North,8
363,FirstName363,LastName363,customer363@example.com,South,6
364,FirstName364,LastName364,customer364@example.com,North,1
365,FirstName365,LastName365,customer365@example.com,North,1
366,FirstName366,LastName366,customer366@example.com,East,7
367,FirstName367,LastName367,customer367@example.com,South,5
368,FirstName368,LastName368,customer368@example.com,East,9
369,FirstName369,LastName369,customer369@example.com,South,5
370,FirstName370,LastName370,customer370@example.com,West,8
371,FirstName371,LastName371,customer371@example.com,South,9
372,FirstName372,LastName372,customer372@example.com,South,2
373,FirstName373,LastName373,customer373@example.com,East,7
374,FirstName374,LastName374,customer374@example.com,East,2
375,FirstName375,LastName375,customer375@example.com,North,10
376,FirstName376,LastName376,customer376@example.com,South,2
377,FirstName377,LastName377,customer377@example.com,North,6
378,FirstName378,LastName378,customer378@example.com,West,4
379,FirstName379,LastName379,customer379@example.com,North,10
380,FirstName380,LastName380,customer380@example.com,East,1
381,FirstName381,LastName381,customer381@example.com,North,5
382,FirstName382,LastName382,customer382@example.com,North,6
383,FirstName383,LastName383,customer383@example.com,South,8
384,FirstName384,LastName384,customer384@example.com,North,10
385,FirstName385,LastName385,customer385@example.com,West,2
386,FirstName386,LastName386,customer386@example.com,East,2
387,FirstName387,LastName387,customer387@example.com,West,5
388,FirstName388,LastName388,customer388@example.com,South,9
389,FirstName389,LastName389,customer389@example.com,East,10
390,FirstName390,LastName390,customer390@example.com,South,1
391,FirstName391,LastName391,customer391@example.com,West,4
392,FirstName392,LastName392,customer392@example.com,East,6
393,FirstName393,LastName393,customer393@example.com,East,10
394,FirstName394,LastName394,customer394@example.com,North,2
395,FirstName395,LastName395,customer395@example.com,North,5
396,FirstName396,LastName396,customer396@example.com,East,8
397,FirstName397,LastName397,customer397@example.com,West,7
398,FirstName398,LastName398,customer398@example.com,West,5
399,FirstName399,LastName399,customer399@example.com,West,5
400,FirstName400,LastName400,customer400@example.com,East,5
401,FirstName401,LastName401,customer401@example.com,North,2
402,FirstName402,LastName402,customer402@example.com,North,5
403,FirstName403,LastName403,customer403@example.com,South,1
404,FirstName404,LastName404,customer404@example.com,East,2
405,FirstName405,LastName405,customer405@example.com,North,2
406,FirstName406,LastName406,customer406@example.com,South,5
407,FirstName407,LastName407,customer407@example.com,South,7
408,FirstName408,LastName408,customer408@example.com,South,1
409,FirstName409,LastName409,customer409@example.com,South,4
410,FirstName410,LastName410,customer410@example.com,North,10
411,FirstName411,LastName411,customer411@example.com,North,4
412,FirstName412,LastName412,customer412@example.com,East,4
413,FirstName413,LastName413,customer413@example.com,West,10
414,FirstName414,LastName414,customer414@example.com,South,5
415,FirstName415,LastName415,customer415@example.com,West,1
416,FirstName416,LastName416,customer416@example.com,West,10
417,FirstName417,LastName417,customer417@example.com,East,9
418,FirstName418,LastName418,customer418@example.com,South,10
419,FirstName419,LastName419,customer419@example.com,South,4
420,FirstName420,LastName420,customer420@example.com,North,1
421,FirstName421,LastName421,customer421@example.com,North,9
422,FirstName422,LastName422,customer422@example.com,South,8
423,FirstName423,LastName423,customer423@example.com,East,5
424,FirstName424,LastName424,customer424@example.com,East,3
425,FirstName425,LastName425,customer425@example.com,North,1
426,FirstName426,LastName426,customer426@example.com,East,2
427,FirstName427,LastName427,customer427@example.com,South,7
428,FirstName428,LastName428,customer428@example.com,East,8
429,FirstName429,LastName429,customer429@example.com,South,9
430,FirstName430,LastName430,customer430@example.com,East,3
431,FirstName431,LastName431,customer431@example.com,East,7
432,FirstName432,LastName432,customer432@example.com,North,9
433,FirstName433,LastName433,customer433@example.com,East,4
434,FirstName434,LastName434,customer434@example.com,North,2
435,FirstName435,LastName435,customer435@example.com,West,9
436,FirstName436,LastName436,customer436@example.com,West,6
437,FirstName437,LastName437,customer437@example.com,North,1
438,FirstName438,LastName438,customer438@example.com,East,5
439,FirstName439,LastName439,customer439@example.com,North,7
440,FirstName440,LastName440,customer440@example.com,North,3
441,FirstName441,LastName441,customer441@example.com,West,8
442,FirstName442,LastName442,customer442@example.com,North,1
443,FirstName443,LastName443,customer443@example.com,North,1
444,FirstName444,LastName444,customer444@example.com,West,9
445,FirstName445,LastName445,customer445@example.com,East,1
446,FirstName446,LastName446,customer446@example.com,East,7
447,FirstName447,LastName447,customer447@example.com,East,1
448,FirstName448,LastName448,customer448@example.com,South,8
449,FirstName449,LastName449,customer449@example.com,South,3
450,FirstName450,LastName450,customer450@example.com,East,7
451,FirstName451,LastName451,customer451@example.com,East,10
452,FirstName452,LastName452,customer452@example.com,South,4
453,FirstName453,LastName453,customer453@example.com,South,1
454,FirstName454,LastName454,customer454@example.com,South,6
455,FirstName455,LastName455,customer455@example.com,East,5
456,FirstName456,LastName456,customer456@example.com,East,8
457,FirstName457,LastName457,customer457@example.com,North,7
458,FirstName458,LastName458,customer458@example.com,North,6
459,FirstName459,LastName459,customer459@example.com,West,7
460,FirstName460,LastName460,customer460@example.com,West,5
461,FirstName461,LastName461,customer461@example.com,North,10
462,FirstName462,LastName462,customer462@example.com,North,2
463,FirstName463,LastName463,customer463@example.com,East,5
464,FirstName464,LastName464,customer464@example.com,North,8
465,FirstName465,LastName465,customer465@example.com,North,10
466,FirstName466,LastName466,customer466@example.com,North,2
467,FirstName467,LastName467,customer467@example.com,West,7
468,FirstName468,LastName468,customer468@example.com,East,3
469,FirstName469,LastName469,customer469@example.com,East,10
470,FirstName470,LastName470,customer470@example.com,North,6
471,FirstName471,LastName471,customer471@example.com,West,3
472,FirstName472,LastName472,customer472@example.com,West,4
473,FirstName473,LastName473,customer473@example.com,North,4
474,FirstName474,LastName474,customer474@example.com,East,1
475,FirstName475,LastName475,customer475@example.com,West,4
476,FirstName476,LastName476,customer476@example.com,North,9
477,FirstName477,LastName477,customer477@example.com,South,4
478,FirstName478,LastName478,customer478@example.com,South,3
479,FirstName479,LastName479,customer479@example.com,South,1
480,FirstName480,LastName480,customer480@example.com,East,6
481,FirstName481,LastName481,customer481@example.com,South,7
482,FirstName482,LastName482,customer482@example.com,North,5
483,FirstName483,LastName483,customer483@example.com,West,5
484,FirstName484,LastName484,customer484@example.com,East,4
485,FirstName485,LastName485,customer485@example.com,South,6
486,FirstName486,LastName486,customer486@example.com,South,1
487,FirstName487,LastName487,customer487@example.com,West,1
488,FirstName488,LastName488,customer488@example.com,North,3
489,FirstName489,LastName489,customer489@example.com,North,6
490,FirstName490,LastName490,customer490@example.com,West,10
491,FirstName491,LastName491,customer491@example.com,South,6
492,FirstName492,LastName492,customer492@example.com,West,4
493,FirstName493,LastName493,customer493@example.com,East,2
494,FirstName494,LastName494,customer494@example.com,East,7
495,FirstName495,LastName495,customer495@example.com,West,4
496,FirstName496,LastName496,customer496@example.com,West,4
497,FirstName497,LastName497,customer497@example.com,West,5
498,FirstName498,LastName498,customer498@example.com,East,2
499,FirstName499,LastName499,customer499@example.com,East,1
500,FirstName500,LastName500,customer500@example.com,West,2
501,FirstName501,LastName501,customer501@example.com,North,6
502,FirstName502,LastName502,customer502@example.com,East,5
503,FirstName503,LastName503,customer503@example.com,West,1
504,FirstName504,LastName504,customer504@example.com,West,1
505,FirstName505,LastName505,customer505@example.com,East,2
506,FirstName506,LastName506,customer506@example.com,West,1
507,FirstName507,LastName507,customer507@example.com,East,2
508,FirstName508,LastName508,customer508@example.com,North,8
509,FirstName509,LastName509,customer509@example.com,South,5
510,FirstName510,LastName510,customer510@example.com,North,2
511,FirstName511,LastName511,customer511@example.com,East,10
512,FirstName512,LastName512,customer512@example.com,West,6
513,FirstName513,LastName513,customer513@example.com,East,2
514,FirstName514,LastName514,customer514@example.com,North,5
515,FirstName515,LastName515,customer515@example.com,South,6
516,FirstName516,LastName516,customer516@example.com,South,3
517,FirstName517,LastName517,customer517@example.com,South,1
518,FirstName518,LastName518,customer518@example.com,South,7
519,FirstName519,LastName519,customer519@example.com,East,6
520,FirstName520,LastName520,customer520@example.com,East,7
521,FirstName521,LastName521,customer521@example.com,North,2
522,FirstName522,LastName522,customer522@example.com,North,4
523,FirstName523,LastName523,customer523@example.com,East,3
524,FirstName524,LastName524,customer524@example.com,West,4
525,FirstName525,LastName525,customer525@example.com,East,7
526,FirstName526,LastName526,customer526@example.com,North,4
527,FirstName527,LastName527,customer527@example.com,East,8
528,FirstName528,LastName528,customer528@example.com,East,7
529,FirstName529,LastName529,customer529@example.com,South,7
530,FirstName530,LastName530,customer530@example.com,East,8
531,FirstName531,LastName531,customer531@example.com,North,9
532,FirstName532,LastName532,customer532@example.com,North,3
533,FirstName533,LastName533,customer533@example.com,South,7
534,FirstName534,LastName534,customer534@example.com,East,2
535,FirstName535,LastName535,customer535@example.com,South,4
536,FirstName536,LastName536,customer536@example.com,East,10
537,FirstName537,LastName537,customer537@example.com,South,7
538,FirstName538,LastName538,customer538@example.com,West,3
539,FirstName539,LastName539,customer539@example.com,West,6
540,FirstName540,LastName540,customer540@example.com,South,4
541,FirstName541,LastName541,customer541@example.com,South,6
542,FirstName542,LastName542,customer542@example.com,East,1
543,FirstName543,LastName543,customer543@example.com,West,4
544,FirstName544,LastName544,customer544@example.com,East,4
545,FirstName545,LastName545,customer545@example.com,East,7
546,FirstName546,LastName546,customer546@example.com,South,6
547,FirstName547,LastName547,customer547@example.com,North,7
548,FirstName548,LastName548,customer548@example.com,North,7
549,FirstName549,LastName549,customer549@example.com,North,8
550,FirstName550,LastName550,customer550@example.com,North,7
551,FirstName551,LastName551,customer551@example.com,South,3
552,FirstName552,LastName552,customer552@example.com,South,1
553,FirstName553,LastName553,customer553@example.com,West,9
554,FirstName554,LastName554,customer554@example.com,South,5
555,FirstName555,LastName555,customer555@example.com,South,9
556,FirstName556,LastName556,customer556@example.com,North,3
557,FirstName557,LastName557,customer557@example.com,East,7
